City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Valparaiso,CL,2022-02-12 16:57:47,-33.0393,-71.6273,69.44,67,20,13.8
296,Chiredzi,ZW,2022-02-12 16:58:55,-21.05,31.6667,79.86,35,6,6.06
297,Mount Gambier,AU,2022-02-12 16:58:55,-37.8333,140.7667,64.31,72,80,8.05
298,Wanning,CN,2022-02-12 16:58:56,18.8003,110.3967,65.59,82,85,6.67
299,Larsnes,NO,2022-02-12 16:58:56,62.2028,5.5773,42.62,90,100,11.25
300,Galesong,ID,2022-02-12 16:58:56,-5.3166,119.3661,75.22,92,100,8.43
301,Nago,JP,2022-02-12 16:58:56,26.5881,127.9761,69.87,94,100,7.14
302,El Progreso,HN,2022-02-12 16:58:57,15.4,-87.8,88.61,65,20,2.3
303,Salalah,OM,2022-02-12 16:58:57,17.0151,54.0924,71.87,66,19,2.3
304,Vrangel,RU,2022-02-12 16:58:57,42.7297,133.0839,17.98,58,0,10.98
305,Surman,LY,2022-02-12 16:58:57,32.7567,12.5716,58.37,61,8,8.32
306,San Cristobal,VE,2022-02-12 16:58:58,7.7669,-72.225,75.38,39,96,8.28
307,Miri,MY,2022-02-12 16:58:58,4.4148,114.0089,77.14,94,40,3.44
308,Vestmanna,FO,2022-02-12 16:58:58,62.1564,-7.1664,38.32,100,100,5.75
309,Dodoma,TZ,2022-02-12 16:58:58,-6.1722,35.7395,64.89,96,100,3.91
310,Luderitz,NA,2022-02-12 16:58:59,-26.6481,15.1594,75.06,65,34,3.98
311,Mandalgovi,MN,2022-02-12 16:58:59,45.7625,106.2708,-6.29,79,50,5.28
312,Camacha,PT,2022-02-12 16:58:59,33.0833,-16.3333,62.02,72,40,17.27
313,Husavik,IS,2022-02-12 16:57:14,66.0449,-17.3389,22.91,83,68,6.51
314,Sao Joao Da Barra,BR,2022-02-12 16:58:59,-21.6403,-41.0511,84.29,78,100,3.09
315,Tomball,US,2022-02-12 16:58:32,30.0972,-95.6161,60.44,87,100,17.27
316,Yulara,AU,2022-02-12 16:59:00,-25.2406,130.9889,75.04,31,3,6.91
317,Joao Camara,BR,2022-02-12 16:59:00,-5.5375,-35.8197,87.04,38,83,14.76
318,Azare,NG,2022-02-12 16:59:00,11.6765,10.1948,82.15,13,45,7.83
319,Conakry,GN,2022-02-12 16:55:08,9.538,-13.6773,89.67,55,5,11.5
320,Kaitong,CN,2022-02-12 17:00:01,44.8135,123.15,-10.19,97,6,4.52
321,Havelock,US,2022-02-12 17:00:01,34.8791,-76.9013,70.05,57,57,7.0
322,Akhaldaba,GE,2022-02-12 17:00:02,41.654,42.1516,34.83,65,9,2.71
323,Kenai,US,2022-02-12 17:00:03,60.5544,-151.2583,25.14,93,75,4.61
324,Abu Samrah,SY,2022-02-12 17:00:04,35.3029,37.1841,51.96,59,0,5.14
325,Puerto Penasco,MX,2022-02-12 17:00:07,31.3167,-113.5333,64.9,41,0,10.94
326,Hato Mayor,DO,2022-02-12 17:00:07,18.7629,-69.256,81.28,78,49,13.47
327,Port Elizabeth,ZA,2022-02-12 16:57:05,-33.918,25.5701,77.29,83,0,17.27
328,Najran,SA,2022-02-12 17:00:08,17.4924,44.1277,71.83,25,12,6.38
329,Cayeli,TR,2022-02-12 17:00:10,41.0923,40.7292,49.62,66,4,4.61
330,Sao Filipe,CV,2022-02-12 17:00:12,14.8961,-24.4956,79.93,45,91,17.52
331,Gayeri,BF,2022-02-12 17:00:13,12.6497,0.4931,94.05,6,18,4.5
332,Bowen,AU,2022-02-12 17:00:15,-20.0167,148.2333,77.49,72,11,14.09
333,Mitsamiouli,KM,2022-02-12 17:00:15,-11.3847,43.2844,78.4,83,100,11.05
334,Bandarbeyla,SO,2022-02-12 17:00:17,9.4942,50.8122,76.86,61,41,13.13
335,Muros,ES,2022-02-12 17:00:19,42.7762,-9.0603,57.7,83,26,5.26
336,Beringovskiy,RU,2022-02-12 17:00:22,63.05,179.3167,-25.89,95,23,7.56
337,Meulaboh,ID,2022-02-12 17:00:22,4.1363,96.1285,77.85,86,76,4.09
338,Libenge,CD,2022-02-12 17:00:23,3.65,18.6333,87.37,19,8,2.75
339,Sao Joao Batista,BR,2022-02-12 17:00:24,-27.2761,-48.8494,88.5,67,16,6.82
340,Sangar,RU,2022-02-12 17:00:24,63.9242,127.4739,-23.1,99,100,2.62
341,Nouna,BF,2022-02-12 17:00:25,12.7333,-3.8667,92.95,6,35,5.77
342,Haines Junction,CA,2022-02-12 17:00:26,60.7522,-137.5108,17.33,98,74,5.03
343,Pacific Grove,US,2022-02-12 17:00:27,36.6177,-121.9166,67.3,60,8,4.0
344,Windhoek,NA,2022-02-12 17:00:27,-22.5594,17.0832,71.11,64,83,1.01
345,Nome,US,2022-02-12 16:56:45,64.5011,-165.4064,-14.12,86,97,6.2
346,Ostrovnoy,RU,2022-02-12 17:00:27,68.0531,39.5131,26.15,96,88,4.97
347,Brainerd,US,2022-02-12 17:00:28,46.358,-94.2008,-8.77,82,85,4.9
348,Sinnamary,GF,2022-02-12 17:00:28,5.3833,-52.95,79.95,81,75,12.24
349,Aklavik,CA,2022-02-12 17:00:29,68.2191,-135.0107,-37.66,100,49,1.99
350,Farafenni,GM,2022-02-12 17:00:29,13.5667,-15.6,94.19,6,48,14.12
351,Makushino,RU,2022-02-12 17:00:29,55.2103,67.2442,-5.33,100,92,2.55
352,Ambovombe,MG,2022-02-12 17:00:29,-25.1667,46.0833,76.19,79,0,19.06
353,Grand Gaube,MU,2022-02-12 17:00:30,-20.0064,57.6608,81.0,76,84,1.99
354,Zhigansk,RU,2022-02-12 17:00:30,66.7697,123.3711,-33.45,100,69,4.54
355,Urumqi,CN,2022-02-12 17:00:07,43.801,87.6005,11.35,85,75,2.24
356,Tautira,PF,2022-02-12 17:00:31,-17.7333,-149.15,77.02,76,98,14.03
357,Espanola,US,2022-02-12 16:58:31,35.9911,-106.0806,40.64,53,55,1.01
358,Semirom,IR,2022-02-12 17:00:31,31.4167,51.5667,30.49,96,100,7.58
359,Rincon,US,2022-02-12 17:00:31,32.296,-81.2354,68.45,42,75,4.61
360,Sussex,US,2022-02-12 17:00:32,41.1834,-74.6663,57.11,48,20,8.99
361,Yara,CU,2022-02-12 17:00:32,20.2753,-76.9533,87.46,48,10,5.59
362,Sangueya,GN,2022-02-12 17:00:32,10.7,-14.3667,91.45,36,3,12.86
363,Guerrero Negro,MX,2022-02-12 17:00:32,27.9769,-114.0611,67.08,47,100,3.78
364,Medea,DZ,2022-02-12 17:00:33,36.2642,2.7539,48.65,77,100,4.65
365,Visnes,NO,2022-02-12 17:00:33,59.3556,5.2242,43.21,93,75,24.16
366,Ahuimanu,US,2022-02-12 17:00:33,21.4447,-157.8378,72.46,87,12,7.63
367,Mtambile,TZ,2022-02-12 17:01:34,-5.3833,39.7,79.97,76,99,10.38
368,Oranjemund,NA,2022-02-12 17:01:34,-28.55,16.4333,72.34,62,21,20.74
369,Simbahan,PH,2022-02-12 17:01:35,6.3032,120.5836,81.28,76,99,6.82
370,Antalaha,MG,2022-02-12 17:01:35,-14.9003,50.2788,75.85,87,17,8.12
371,Union,US,2022-02-12 17:01:36,40.6334,-74.2663,60.71,44,0,13.8
372,Opuwo,NA,2022-02-12 17:01:36,-18.0607,13.84,74.12,69,99,9.57
373,Byron Bay,AU,2022-02-12 17:01:37,-28.65,153.6167,68.88,66,83,14.74
374,Chute-Aux-Outardes,CA,2022-02-12 17:01:37,49.1168,-68.399,33.78,93,100,23.02
375,Xinmin,CN,2022-02-12 17:01:37,41.9908,122.8253,16.05,73,58,10.13
376,Mandasa,IN,2022-02-12 17:01:38,18.8667,84.4667,66.52,68,21,2.95
377,Metro,ID,2022-02-12 17:01:38,-5.1131,105.3067,75.09,88,100,1.5
378,Algeciras,ES,2022-02-12 17:01:38,36.1333,-5.4505,62.37,63,20,11.5
379,Colares,PT,2022-02-12 17:01:38,38.7992,-9.4469,61.29,65,20,15.01
380,Kurunegala,LK,2022-02-12 17:01:39,7.4863,80.3623,73.92,95,99,3.02
381,Abha,SA,2022-02-12 17:01:39,18.2164,42.5053,57.99,77,48,2.06
382,Edelira,PY,2022-02-12 17:01:39,-26.75,-55.2667,97.54,25,24,3.76
383,Savinka,RU,2022-02-12 17:01:39,50.0785,47.0994,25.63,97,100,3.13
384,Tomatlan,MX,2022-02-12 17:01:40,19.9333,-105.25,87.22,30,42,1.36
385,Kudahuvadhoo,MV,2022-02-12 17:01:40,2.6708,72.8944,81.91,66,96,6.04
386,Mao,ES,2022-02-12 17:01:40,39.8885,4.2658,55.96,58,0,6.91
387,Tres Arroyos,AR,2022-02-12 17:01:40,-38.3739,-60.2798,70.95,30,1,7.14
388,Hervey Bay,AU,2022-02-12 17:01:41,-25.2986,152.8535,75.27,64,92,21.3
389,Teguldet,RU,2022-02-12 17:01:41,57.3064,88.1667,0.88,90,19,9.42
390,Egersund,NO,2022-02-12 17:01:41,58.4513,5.9997,43.12,96,100,20.47
391,Olga,RU,2022-02-12 17:01:42,43.7444,135.2892,14.34,59,0,15.5
392,Bose,IT,2022-02-12 17:01:42,45.4612,8.0137,45.14,67,82,2.37
393,Soligalich,RU,2022-02-12 17:01:42,59.0778,42.2864,18.41,94,100,7.83
394,Taksimo,RU,2022-02-12 17:01:42,56.3444,114.8794,-25.26,92,42,1.45
395,Gusau,NG,2022-02-12 17:01:43,12.1628,6.6614,87.08,8,37,7.29
396,Ucluelet,CA,2022-02-12 17:00:43,48.9329,-125.5528,44.73,58,5,3.36
397,Khromtau,KZ,2022-02-12 17:01:43,50.2503,58.4347,25.9,88,92,26.98
398,Simao,CN,2022-02-12 17:01:43,22.7886,100.9748,51.28,44,2,1.43
399,Vao,NC,2022-02-12 17:01:43,-22.6667,167.4833,79.95,82,100,6.2
400,Belmonte,BR,2022-02-12 17:01:44,-15.8631,-38.8828,82.9,65,99,8.66
401,Negombo,LK,2022-02-12 17:01:44,7.2083,79.8358,75.25,100,40,3.44
402,Northam,GB,2022-02-12 17:00:32,51.0333,-4.2167,48.42,93,100,21.0
403,Manggar,ID,2022-02-12 17:01:44,-2.8833,108.2667,78.82,86,98,7.0
404,Ursulo Galvan,MX,2022-02-12 17:01:44,22.7333,-98.3,74.01,73,64,1.03
405,Ahipara,NZ,2022-02-12 17:01:45,-35.1667,173.1667,68.52,88,97,29.1
406,Coahuayana,MX,2022-02-12 17:01:45,18.7333,-103.6833,87.17,29,69,4.9
407,Chapais,CA,2022-02-12 17:01:45,49.7834,-74.8492,-11.42,78,100,11.59
408,Pacasmayo,PE,2022-02-12 17:01:46,-7.4006,-79.5714,76.69,68,61,10.16
409,Sandviken,SE,2022-02-12 17:01:46,60.6167,16.7667,36.55,75,100,10.98
410,Vardo,NO,2022-02-12 17:01:46,70.3705,31.1107,26.02,71,37,12.77
411,Angoche,MZ,2022-02-12 17:01:46,-16.2325,39.9086,78.62,87,72,6.85
412,Bushehr,IR,2022-02-12 17:01:47,28.9684,50.8385,59.45,73,97,9.57
413,Grootfontein,NA,2022-02-12 17:01:47,-19.5667,18.1167,74.19,57,88,9.57
414,Staryy Nadym,RU,2022-02-12 17:02:47,65.6118,72.6842,-8.09,94,7,15.43
415,Camocim,BR,2022-02-12 17:02:47,-2.9022,-40.8411,83.71,70,80,11.95
416,Nemuro,JP,2022-02-12 17:02:48,43.3236,145.575,21.6,79,62,2.93
417,Katangli,RU,2022-02-12 17:02:48,51.7102,143.2326,13.78,95,100,4.88
418,Sohag,EG,2022-02-12 17:02:48,26.557,31.6948,63.41,27,0,6.96
419,Acarau,BR,2022-02-12 16:58:08,-2.8856,-40.12,84.61,63,94,12.75
420,Tual,ID,2022-02-12 17:02:48,-5.6667,132.75,82.6,72,12,3.71
421,Havarna,RO,2022-02-12 17:02:49,48.0667,26.65,38.8,70,48,11.14
422,Bilibino,RU,2022-02-12 17:02:49,68.0546,166.4372,-37.61,100,92,1.36
423,Hovd,MN,2022-02-12 17:02:49,48.0056,91.6419,-16.2,84,30,3.89
424,Atambua,ID,2022-02-12 17:02:49,-9.1061,124.8925,73.4,91,72,4.05
425,Batemans Bay,AU,2022-02-12 17:02:50,-35.7167,150.1833,65.1,89,100,2.82
426,Khash,IR,2022-02-12 17:02:50,28.2211,61.2158,54.48,32,0,0.54
427,Vyborg,RU,2022-02-12 17:02:50,60.7076,28.7528,29.98,90,100,9.66
428,Bonthe,SL,2022-02-12 17:02:50,7.5264,-12.505,85.37,62,22,14.7
429,Aswan,EG,2022-02-12 17:02:51,24.0934,32.907,67.53,28,0,17.25
430,Laguna,US,2022-02-12 17:02:51,38.421,-121.4238,67.96,74,0,1.01
431,Margate,GB,2022-02-12 17:02:51,51.3813,1.3862,42.96,67,99,5.99
432,Kapuskasing,CA,2022-02-12 17:00:47,49.4169,-82.4331,-11.27,86,81,4.79
433,Strezhevoy,RU,2022-02-12 17:02:52,60.7333,77.5889,-5.03,95,16,11.14
434,Tazovskiy,RU,2022-02-12 17:02:52,67.4667,78.7,-8.55,92,6,12.08
435,Musiri,IN,2022-02-12 17:02:52,10.9333,78.45,77.04,62,93,8.75
436,Kangaatsiaq,GL,2022-02-12 17:02:52,68.3065,-53.4641,17.02,77,100,44.74
437,Bengkulu,ID,2022-02-12 17:02:53,-3.8004,102.2655,76.78,86,100,4.79
438,Gbarnga,LR,2022-02-12 17:02:53,6.9956,-9.4722,97.52,15,39,3.53
439,Bay-Khaak,RU,2022-02-12 17:02:53,51.1667,94.5,-26.01,92,36,3.94
440,Auki,SB,2022-02-12 17:02:53,-8.7676,160.7034,75.34,93,100,3.71
441,Kuytun,RU,2022-02-12 17:02:54,54.3419,101.5036,-25.64,100,84,2.19
442,Emerald,AU,2022-02-12 17:02:54,-23.5333,148.1667,71.35,69,12,11.68
443,Savonlinna,FI,2022-02-12 16:59:07,61.8699,28.88,26.65,86,0,8.05
444,Portland,US,2022-02-12 16:59:28,45.5234,-122.6762,53.37,51,0,11.01
445,Saint Stephen,GB,2022-02-12 17:02:54,50.3333,-4.9,48.47,100,75,19.57
446,Luwuk,ID,2022-02-12 17:02:55,-0.9516,122.7875,76.14,88,100,4.14
447,San Patricio,US,2022-02-12 17:02:55,28.017,-97.5169,67.05,61,13,20.15
448,Shimanovsk,RU,2022-02-12 17:02:55,52.0,127.7,-2.58,85,100,8.55
449,Hambantota,LK,2022-02-12 17:02:55,6.1241,81.1185,77.43,85,77,10.76
450,Uglovskoye,RU,2022-02-12 17:02:56,51.3557,80.1942,18.39,91,100,14.25
451,Williams Lake,CA,2022-02-12 17:02:56,52.1415,-122.1445,19.22,61,47,1.01
452,Dakar,SN,2022-02-12 16:58:28,14.6937,-17.4441,92.28,44,30,16.11
453,Shimoda,JP,2022-02-12 17:02:56,34.6667,138.95,42.91,66,97,2.26
454,Ngorongoro,TZ,2022-02-12 17:02:56,-3.2397,35.4875,54.21,86,100,0.78
455,Jurm,AF,2022-02-12 17:02:57,36.8648,70.8342,33.35,79,100,3.15
456,Anadyr,RU,2022-02-12 17:02:57,64.75,177.4833,-37.55,99,61,6.91
457,West Wendover,US,2022-02-12 17:02:57,40.7391,-114.0733,39.54,63,3,3.13
458,Katherine,AU,2022-02-12 17:03:57,-14.4667,132.2667,79.12,83,8,5.75
459,Jiujiang,CN,2022-02-12 17:03:58,29.7333,115.9833,41.67,93,96,4.05
460,Berlevag,NO,2022-02-12 17:03:58,70.8578,29.0864,26.6,79,85,18.92
461,Myaundzha,RU,2022-02-12 17:03:58,63.0494,147.1858,-37.08,99,35,2.91
462,Yatou,CN,2022-02-12 17:03:58,37.15,122.3833,36.14,67,100,6.46
463,Te Anau,NZ,2022-02-12 17:03:59,-45.4167,167.7167,46.04,84,85,4.03
464,Aldergrove,CA,2022-02-12 16:59:35,49.058,-122.4709,44.08,70,0,5.75
465,Verkhnyaya Inta,RU,2022-02-12 17:03:59,65.9811,60.3094,6.69,89,100,12.03
466,De Aar,ZA,2022-02-12 17:03:59,-30.6497,24.0123,86.36,26,36,14.47
467,Piacabucu,BR,2022-02-12 16:59:36,-10.4056,-36.4344,87.53,59,18,16.08
468,Erzin,TR,2022-02-12 17:03:18,36.9559,36.2,52.52,69,1,2.19
469,Alamosa,US,2022-02-12 17:04:00,37.4695,-105.87,32.34,73,0,4.61
470,Prince Rupert,CA,2022-02-12 17:04:00,54.3161,-130.3201,39.07,79,100,2.68
471,Lagos,NG,2022-02-12 17:04:00,6.5833,3.75,85.39,62,100,9.28
472,Jieshi,CN,2022-02-12 17:04:00,22.8134,115.8257,65.95,86,76,15.48
473,Tigil,RU,2022-02-12 17:04:01,57.8,158.6667,-20.06,100,22,1.14
474,Porbandar,IN,2022-02-12 17:04:01,21.6422,69.6093,71.47,34,5,10.29
475,Coihaique,CL,2022-02-12 17:04:01,-45.5752,-72.0662,77.61,38,0,3.44
476,Navolato,MX,2022-02-12 17:04:02,24.7672,-107.6944,77.13,48,4,2.57
477,Turukhansk,RU,2022-02-12 17:04:02,65.8167,87.9833,-12.1,80,1,8.72
478,Scalea,IT,2022-02-12 17:04:02,39.813,15.7956,55.06,70,100,4.23
479,Pancol,PH,2022-02-12 17:04:03,10.8715,119.4157,79.56,81,97,12.71
480,Morant Bay,JM,2022-02-12 17:04:03,17.8815,-76.4093,87.42,75,34,14.36
481,Poya,NC,2022-02-12 17:04:03,-21.35,165.15,77.16,87,97,2.82
482,Kuandian,CN,2022-02-12 17:04:03,40.7286,124.7847,23.94,65,99,4.29
483,Lazaro Cardenas,MX,2022-02-12 17:04:04,17.9583,-102.2,84.79,32,92,1.61
484,Kirakira,SB,2022-02-12 17:04:04,-10.4544,161.9205,77.54,88,100,5.19
485,Kita,ML,2022-02-12 17:04:04,13.0349,-9.4895,91.4,7,0,6.31
486,Mascota,MX,2022-02-12 17:00:46,20.5167,-104.7833,74.39,27,28,1.5
487,Oistins,BB,2022-02-12 17:04:05,13.0667,-59.5333,80.69,69,75,24.16
488,Xuchang,CN,2022-02-12 17:04:05,34.0167,113.8167,37.89,90,90,6.31
489,Tezu,IN,2022-02-12 17:00:20,27.9167,96.1667,53.78,68,14,4.16
490,Mujiayingzi,CN,2022-02-12 17:04:05,42.1167,118.7833,11.8,76,98,2.77
491,Riviere-Au-Renard,CA,2022-02-12 17:04:06,48.9957,-64.3971,37.0,97,100,12.53
492,Nanning,CN,2022-02-12 17:04:06,22.8167,108.3167,52.05,88,100,5.79
493,Camana,PE,2022-02-12 17:04:06,-16.6228,-72.7111,75.36,70,45,10.56
494,Disa,IN,2022-02-12 17:04:06,24.25,72.1667,63.01,28,0,8.14
495,Arawa,PG,2022-02-12 17:04:07,-6.2132,155.5367,75.76,82,90,2.64
496,Garissa,KE,2022-02-12 17:04:07,-0.4536,39.6401,90.05,27,66,8.16
497,Redmond,US,2022-02-12 17:00:07,47.674,-122.1215,46.04,90,7,3.22
498,Komsomolskiy,UZ,2022-02-12 17:04:07,40.4272,71.7189,40.42,87,100,2.3
499,Chicama,PE,2022-02-12 17:04:08,-7.8447,-79.1469,70.34,58,89,9.86
500,Ribeira Grande,PT,2022-02-12 17:04:08,38.5167,-28.7,63.0,82,75,19.57
501,Ambulu,ID,2022-02-12 17:04:08,-8.345,113.6058,75.61,88,100,2.84
502,Rio Gallegos,AR,2022-02-12 17:04:08,-51.6226,-69.2181,64.33,34,100,35.43
503,Havre-Saint-Pierre,CA,2022-02-12 17:05:09,50.2334,-63.5986,33.42,96,100,15.82
504,Tura,IN,2022-02-12 17:05:09,25.5198,90.2201,55.62,72,0,3.89
505,Trussville,US,2022-02-12 17:00:27,33.6198,-86.6089,62.33,59,15,1.99
506,Yinchuan,CN,2022-02-12 17:05:09,38.4681,106.2731,28.51,73,98,3.11
507,Seoul,KR,2022-02-12 17:01:30,37.5683,126.9778,35.04,41,100,3.0
508,Cururupu,BR,2022-02-12 17:04:20,-1.8283,-44.8683,79.45,87,100,3.94
509,Manadhoo,MV,2022-02-12 17:05:10,5.7667,73.3833,81.21,76,100,11.32
510,Manakara,MG,2022-02-12 17:05:10,-22.1333,48.0167,75.22,83,39,6.55
511,Deputatskiy,RU,2022-02-12 17:05:10,69.3,139.9,-12.93,92,100,6.35
512,Takoradi,GH,2022-02-12 17:05:11,4.8845,-1.7554,83.48,69,94,11.16
513,Oum Hadjer,TD,2022-02-12 17:05:11,13.2954,19.6966,84.61,10,69,8.05
514,Arlit,NE,2022-02-12 17:05:11,18.7369,7.3853,78.4,9,0,4.88
515,Luangwa,ZM,2022-02-12 17:05:12,-15.6167,30.4167,75.6,80,64,1.19
516,Ossora,RU,2022-02-12 17:05:12,59.2353,163.0719,-15.72,96,9,5.39
517,Arinos,BR,2022-02-12 17:05:12,-15.9169,-46.1056,72.59,88,100,3.11
518,Pio Ix,BR,2022-02-12 17:05:12,-6.8375,-40.5792,93.94,28,21,7.38
519,Pitimbu,BR,2022-02-12 17:05:13,-7.4706,-34.8086,88.39,66,65,10.76
520,Camrose,CA,2022-02-12 17:05:13,53.0168,-112.8353,28.38,56,98,2.24
521,Ambilobe,MG,2022-02-12 17:05:13,-13.2,49.05,73.36,94,22,1.28
522,Kurumkan,RU,2022-02-12 17:05:14,54.3,110.3,-22.04,94,23,3.69
523,Bontang,ID,2022-02-12 17:05:14,0.1333,117.5,76.51,91,100,5.03
524,Tungor,RU,2022-02-12 17:05:14,53.3808,142.9564,8.29,94,98,6.62
525,Huai Thalaeng,TH,2022-02-12 17:05:14,14.997,102.6475,85.87,56,100,2.1
526,Novikovo,RU,2022-02-12 17:05:15,51.1537,37.8879,30.11,87,81,14.18
527,Karratha,AU,2022-02-12 17:05:15,-20.7377,116.8463,86.49,67,51,3.85
528,Morondava,MG,2022-02-12 17:05:15,-20.2833,44.2833,82.27,81,66,9.66
529,Jati,PK,2022-02-12 17:05:15,24.3539,68.2671,69.06,52,0,10.29
530,Svetlaya,RU,2022-02-12 17:05:16,46.5389,138.3297,26.01,90,100,14.16
531,Shingu,JP,2022-02-12 17:05:16,33.7333,135.9833,41.92,67,0,5.12
532,Chimore,BO,2022-02-12 17:05:16,-16.9833,-65.1333,80.4,88,93,4.27
533,Evans,US,2022-02-12 17:05:16,33.5337,-82.1307,64.24,57,0,1.99
534,Leningradskiy,RU,2022-02-12 17:05:17,69.3833,178.4167,-22.13,98,98,4.43
535,Taraz,KZ,2022-02-12 17:05:17,42.9,71.3667,30.61,86,100,6.71
536,Wilmington,US,2022-02-12 17:03:21,34.2257,-77.9447,69.98,42,0,9.22
537,La Sarre,CA,2022-02-12 17:02:25,48.8002,-79.1996,-13.04,83,100,10.04
538,Vizinga,RU,2022-02-12 17:05:17,61.0749,50.1031,19.87,96,100,4.03
539,Imbituba,BR,2022-02-12 17:05:18,-28.24,-48.6703,82.29,61,0,14.52
540,Aksarka,RU,2022-02-12 17:05:18,66.5606,67.7975,-9.11,90,100,8.88
541,Montemorelos,MX,2022-02-12 17:02:06,25.2,-99.8167,73.47,48,0,13.85
542,Mehamn,NO,2022-02-12 17:05:18,71.0357,27.8492,26.55,80,75,20.71
543,Crib Point,AU,2022-02-12 17:05:18,-38.35,145.2,65.44,83,2,12.8
544,Celestun,MX,2022-02-12 17:05:19,20.8667,-90.4,80.11,68,87,5.48
545,Kungurtug,RU,2022-02-12 17:05:19,50.5994,97.5228,-23.44,98,55,1.97
546,Fernie,CA,2022-02-12 17:05:19,49.5,-115.0687,25.36,91,100,3.02
547,Hurricane,US,2022-02-12 17:02:34,37.1753,-113.2899,55.6,20,0,2.13
548,Korsakov,RU,2022-02-12 17:05:20,46.6328,142.7813,18.37,91,100,9.51
549,Cestas,FR,2022-02-12 17:05:20,44.7435,-0.6791,55.06,62,0,6.91
